iucn_sid,sciname,population,old_cat,cat,cat_score
183874,Diapterus peruvianus,NA,LC,LC,0
183875,Hypsoblennius jenkinsi,NA,LC,LC,0
183876,Opisthopterus equatorialis,NA,LC,LC,0
183877,Bascanichthys panamensis,NA,LC,LC,0
183878,Cetengraulis mysticetus,NA,LC,LC,0
183879,Opistognathus fenmutis,NA,DD,DD,NA
183880,Gobiesox woodsi,NA,VU,VU,0.4
183881,Symphurus williamsi,NA,LC,LC,0
183882,Herpetoichthys fossatus,NA,LC,LC,0
183883,Ethadophis byrnei,NA,DD,DD,NA
183884,Callechelys galapagensis,NA,DD,DD,NA
183885,Anchoa chamensis,NA,DD,DD,NA
183886,Entomacrodus chiostictus,NA,LC,LC,0
183887,Ophichthus apachus,NA,DD,DD,NA
183888,Echiophis brunneus,NA,LC,LC,0
183889,Lepophidium microlepis,NA,LC,LC,0
183890,Leptenchelys vermiformis,NA,DD,DD,NA
183891,Prognichthys tringa,NA,LC,LC,0
183892,Symphurus leei,NA,LC,LC,0
183893,Umbrina analis,NA,LC,LC,0
183894,Gobiesox schultzi,NA,LC,LC,0
183895,Acanthistius pictus,NA,LC,LC,0
183896,Paraclinus walkeri,NA,CR,CR,0.8
183897,Prionotus albirostris,NA,LC,LC,0
183898,Diplectrum conceptione,NA,LC,LC,0
183899,Umbrina reedi,NA,LC,LC,0
183900,Bollmannia macropoma,NA,DD,DD,NA
183901,Cynoscion squamipinnis,NA,LC,LC,0
183902,Lythrypnus alphigena,NA,DD,DD,NA
183903,Perissias taeniopterus,NA,LC,LC,0
183904,Hyporhamphus snyderi,NA,LC,LC,0
183905,Myrichthys pantostigmius,NA,LC,LC,0
183906,Symphurus melanurus,NA,LC,LC,0
183907,Parahypsos piersoni,NA,LC,LC,0
183908,Ophichthus rugifer,NA,LC,LC,0
183909,Scartichthys crapulatus,NA,LC,LC,0
183910,Opisthonema bulleri,NA,LC,LC,0
183911,Stellifer oscitans,NA,LC,LC,0
183912,Pomadasys schyrii,NA,DD,DD,NA
183913,Sciaena fasciata,NA,LC,LC,0
183914,Evermannia erici,NA,DD,DD,NA
183915,Lophogobius cristulatus,NA,LC,LC,0
183916,Gobulus hancocki,NA,LC,LC,0
183917,Anchovia macrolepidota,NA,LC,LC,0
183918,Bascanichthys cylindricus,NA,LC,LC,0
183919,Prionotus birostratus,NA,LC,LC,0
183920,Trinectes xanthurus,NA,LC,LC,0
183921,Muraena lentiginosa,NA,LC,LC,0
183922,Opisthopterus dovii,NA,LC,LC,0
183923,Decodon melasma,NA,LC,LC,0
183924,Hypsoblennius robustus,NA,LC,LC,0
183925,Sphoeroides angusticeps,NA,LC,LC,0
183926,Quietula y-cauda,NA,LC,LC,0
183927,Guavina micropus,NA,DD,DD,NA
183928,Xystreurys liolepis,NA,LC,LC,0
183929,Mugil hospes,NA,LC,LC,0
183930,Grammonus diagrammus,NA,LC,LC,0
183931,Harengula thrissina,NA,LC,LC,0
183932,Achirus mazatlanus,NA,LC,LC,0
183933,Hippoglossina tetrophthalma,NA,LC,LC,0
183934,Anchoviella balboae,NA,DD,DD,NA
183935,Paralonchurus dumerilii,NA,LC,LC,0
183936,Ogilbia jewettae,NA,LC,LC,0
183937,Orthopristis cantharinus,NA,DD,DD,NA
183938,Rypticus nigripinnis,NA,LC,LC,0
183939,Notarius cookei,NA,VU,VU,0.4
183940,Scorpaena histrio,NA,LC,LC,0
183941,Chaenopsis alepidota,NA,LC,LC,0
183942,Aseraggodes herrei,NA,DD,DD,NA
183943,Gobioclinus dendriticus,NA,VU,VU,0.4
183944,Gorgasia punctata,NA,LC,LC,0
183945,Micropogonias manni,NA,DD,DD,NA
183946,Ophioscion strabo,NA,LC,LC,0
183947,Bollmannia chlamydes,NA,LC,LC,0
183948,Lutjanus argentiventris,NA,LC,LC,0
183949,Paraclinus ditrichus,NA,DD,DD,NA
183950,Lythrypnus insularis,NA,VU,VU,0.4
183951,Hyporhamphus naos,NA,LC,LC,0
183952,Coralliozetus micropes,NA,LC,LC,0
183953,Petrotyx hopkinsi,NA,LC,LC,0
183954,Cynoscion analis,NA,LC,LC,0
183955,Starksia hoesei,NA,DD,DD,NA
183956,Haemulopsis nitidus,NA,LC,LC,0
183957,Atherinops affinis,NA,LC,LC,0
183958,Chriolepis cuneata,NA,DD,DD,NA
183959,Labrisomus pomaspilus,NA,DD,DD,NA
183960,Parrella ginsburgi,NA,DD,DD,NA
183961,Stegastes baldwini,NA,NT,NT,0.2
183962,Pisodonophis daspilotus,NA,NT,NT,0.2
183963,Stegastes leucorus,NA,VU,VU,0.4
183964,Monolene asaedai,NA,DD,DD,NA
183965,Trachurus murphyi,NA,DD,DD,NA
183966,Gymnothorax serratidens,NA,DD,DD,NA
183967,Lophiodes spilurus,NA,LC,LC,0
183968,Acanthemblemaria stephensi,NA,VU,VU,0.4
183969,Argentina sialis,NA,LC,LC,0
183970,Brotula clarkae,NA,DD,DD,NA
183971,Bellator xenisma,NA,LC,LC,0
183972,Oligoplites altus,NA,LC,LC,0
183973,Diapterus aureolus,NA,LC,LC,0
183974,Stellifer pizarroensis,NA,LC,LC,0
183975,Microgobius curtus,NA,LC,LC,0
183976,Liopropoma fasciatum,NA,LC,LC,0
183977,Polydactylus opercularis,NA,LC,LC,0
183978,Serranus aequidens,NA,LC,LC,0
183979,Barbulifer mexicanus,NA,DD,DD,NA
183980,Plagiotremus azaleus,NA,LC,LC,0
183981,Gobioides peruanus,NA,LC,LC,0
183982,Argentina aliceae,NA,LC,LC,0
183983,Microgobius crocatus,NA,LC,LC,0
183984,Bairdiella armata,NA,LC,LC,0
183985,Thalassoma grammaticum,NA,LC,LC,0
183986,Bagre pinnimaculatus,NA,LC,LC,0
183987,Evermannia longipinnis,NA,DD,DD,NA
183988,Citharichthys platophrys,NA,LC,LC,0
183989,Menticirrhus paitensis,NA,LC,LC,0
183990,Exocoetus peruvianus,NA,DD,DD,NA
183991,Caulolatilus princeps,NA,LC,LC,0
183992,Gerres cinereus,NA,LC,LC,0
183993,Hyporhamphus rosae,NA,DD,DD,NA
183994,Scorpaenodes xyris,NA,LC,LC,0
183995,Ophioscion vermicularis,NA,LC,LC,0
183996,Cynoscion phoxocephalus,NA,LC,LC,0
183997,Ophioscion imiceps,NA,LC,LC,0
183998,Ophidion iris,NA,LC,LC,0
183999,Tomicodon prodomus,NA,DD,DD,NA
184000,Anchoa starksi,NA,LC,LC,0
184001,Labrisomus socorroensis,NA,VU,VU,0.4
184002,Lythrypnus solanensis,NA,DD,DD,NA
184003,Trachinotus stilbe,NA,LC,LC,0
184004,Chaenopsis schmitti,NA,VU,VU,0.4
184005,Lepophidium pardale,NA,LC,LC,0
184006,Kathetostoma averruncus,NA,LC,LC,0
184007,Atherinella eriarcha,NA,LC,LC,0
184008,Cheilopogon xenopterus,NA,LC,LC,0
184009,Axoclinus lucillae,NA,LC,LC,0
184010,Cypselurus callopterus,NA,LC,LC,0
184011,Barbulifer pantherinus,NA,DD,DD,NA
184012,Gillellus semicinctus,NA,LC,LC,0
184013,Parrella maxillaris,NA,LC,LC,0
184014,Coralliozetus boehlkei,NA,LC,LC,0
184015,Pontinus clemensi,NA,LC,LC,0
184016,Girella nigricans,NA,LC,LC,0
184017,Azurina eupalama,NA,CR,CR,0.8
184018,Sphoeroides kendalli,NA,LC,LC,0
184019,Stellifer illecebrosus,NA,LC,LC,0
184020,Emblemaria walkeri,NA,DD,DD,NA
184021,Haemulopsis elongatus,NA,LC,LC,0
184022,Hypsoblennius caulopus,NA,DD,DD,NA
184023,Conodon serrifer,NA,LC,LC,0
184024,Physiculus talarae,NA,LC,LC,0
184025,Umbrina galapagorum,NA,VU,VU,0.4
184026,Heteroconger pellegrini,NA,LC,LC,0
184027,Ophichthus melope,NA,LC,LC,0
184028,Gobiesox aethus,NA,VU,VU,0.4
184029,Lythrypnus zebra,NA,LC,LC,0
184030,Tomicodon abuelorum,NA,EN,EN,0.6
184031,Myxodagnus macrognathus,NA,LC,LC,0
184032,Larimus acclivis,NA,LC,LC,0
184033,Pareques lanfeari,NA,LC,LC,0
184034,Sphoeroides sechurae,NA,LC,LC,0
184035,Halichoeres nicholsi,NA,LC,LC,0
184036,Microgobius miraflorensis,NA,LC,LC,0
184037,Zalembius rosaceus,NA,LC,LC,0
184038,Umbrina xanti,NA,LC,LC,0
184039,Carapus dubius,NA,DD,DD,NA
184040,Atherinella crystallina,NA,LC,LC,0
184041,Myrichthys tigrinus,NA,LC,LC,0
184042,Citharichthys fragilis,NA,LC,LC,0
184043,Pseudogramma thaumasium,NA,LC,LC,0
184044,Gillichthys mirabilis,NA,LC,LC,0
184045,Atherinella argentea,NA,LC,LC,0
184046,Myrophis vafer,NA,LC,LC,0
184047,Elops affinis,NA,DD,DD,NA
184048,Starksia lepidogaster,NA,DD,DD,NA
184049,Platybelone argalus ssp. pterura,NA,LC,LC,0
184050,Oligoplites saurus ssp. inornatus,NA,LC,LC,0
184051,Tylosurus crocodilus ssp. fodiator,NA,LC,LC,0
184052,Etropus delsmani ssp. pacificus,NA,DD,DD,NA
184053,Cheilopogon pinnatibarbatus ssp. californicus,NA,LC,LC,0
184055,Doryrhamphus excisus ssp. excisus,NA,LC,LC,0
184056,Sardinops sagax ssp. sagax,NA,LC,LC,0
184088,Morone americana,NA,LC,LC,0
184099,Spirinchus thaleichthys,NA,LC,LC,0
184493,Melampus massauensis,NA,DD,DD,NA
184520,Laemodonta oblonga,NA,DD,DD,NA
184523,Melampus caffer,NA,LC,LC,0
184554,Iphigenia delessertii,NA,LC,LC,0
184576,Laemodonta amplicata,NA,DD,DD,NA
184590,Galatea nux,NA,LC,LC,0
184626,Iphigenia curta,NA,LC,LC,0
184635,Galatea schwabi,NA,DD,DD,NA
184679,Cerithidea decollata,NA,LC,LC,0
184700,Galatea heukelomii,NA,LC,LC,0
184711,Iphigenia laevigata,NA,LC,LC,0
184723,Galatea congica,NA,LC,LC,0
184732,Galatea tenuicula,NA,DD,DD,NA
184812,Telescopium telescopium,NA,LC,LC,0
184814,Morrisonietta gracilis,NA,DD,DD,NA
184829,Stenothyra glabrata,NA,LC,LC,0
184847,Iravadia reticulata,NA,LC,LC,0
184861,Morrisonietta krungtepensis,NA,DD,DD,NA
184867,Stenothyra prasongi,NA,DD,DD,NA
184876,Rehderiella parva,NA,LC,LC,0
184889,Stenothyra maculata,NA,DD,DD,NA
184904,Auriculastra elongata,NA,LC,LC,0
184918,Auriculastra subula,NA,LC,LC,0
184929,Clenchiella microscopica,NA,LC,LC,0
184939,Iravadia rohdei,NA,LC,LC,0
184940,Iravadia cochinchinensis,NA,LC,LC,0
184985,Enoplometopus daumi,NA,DD,DD,NA
184986,Galearctus rapanus,NA,DD,DD,NA
184987,Bathyarctus steatopygus,NA,DD,DD,NA
184988,Galearctus umbilicatus,NA,DD,DD,NA
184989,Stereomastis cerata,NA,LC,LC,0
184990,Nephropsis holthuisi,NA,DD,DD,NA
184991,Stereomastis trispinosa,NA,LC,LC,0
184992,Thaumastochelopsis brucei,NA,DD,DD,NA
184993,Enoplometopus antillensis,NA,LC,LC,0
184994,Biarctus dubius,NA,DD,DD,NA
184995,Eduarctus lewinsohni,NA,DD,DD,NA
184996,Stereomastis panglao,NA,LC,LC,0
184997,Eduarctus modestus,NA,LC,LC,0
184998,Enoplometopus debelius,NA,DD,DD,NA
184999,Scyllarus subarctus,NA,DD,DD,NA
185000,Stereomastis nana,NA,LC,LC,0
185001,Stereomastis alis,NA,DD,DD,NA
185002,Ibacus pubescens,NA,DD,DD,NA
185003,Stereomastis polita,NA,LC,LC,0
185004,Thymopides laurentae,NA,DD,DD,NA
185005,Enoplometopus gracilipes,NA,DD,DD,NA
185006,Eduarctus marginatus,NA,DD,DD,NA
185007,Nupalirus chani,NA,DD,DD,NA
185008,Palinurus barbarae,NA,DD,DD,NA
185009,Palinustus holthuisi,NA,DD,DD,NA
185010,Acantharctus delfini,NA,DD,DD,NA
185011,Enoplometopus chacei,NA,DD,DD,NA
185012,Stereomastis sculpta,NA,LC,LC,0
185013,Bathyarctus ramosae,NA,DD,DD,NA
185014,Thenus indicus,NA,DD,DD,NA
185015,Cardus crucifer,NA,LC,LC,0
185016,Scyllarus planorbis,NA,DD,DD,NA
185017,Petrarctus demani,NA,LC,LC,0
185018,Pentacheles gibbus,NA,LC,LC,0
185019,Polycheles enthrix,NA,LC,LC,0
185020,Crenarctus crenatus,NA,LC,LC,0
185021,Ibacus chacei,NA,LC,LC,0
185022,Stereomastis talismani,NA,LC,LC,0
185023,Stereomastis surda,NA,LC,LC,0
185024,Enoplometopus holthuisi,NA,DD,DD,NA
185025,Nupalirus vericeli,NA,DD,DD,NA
185026,Polycheles typhlops,NA,LC,LC,0
185027,Biarctus vitiensis,NA,LC,LC,0
185028,Eduarctus perspicillatus,NA,DD,DD,NA
185029,Thaumastocheles dochmiodon,NA,LC,LC,0
185030,Enoplometopus callistus,NA,DD,DD,NA
185031,Acantharctus ornatus,NA,LC,LC,0
185032,Biarctus sordidus,NA,LC,LC,0
185033,Stereomastis evexa,NA,LC,LC,0
185034,Polycheles amemiyai,NA,LC,LC,0
185035,Bathyarctus rubens,NA,LC,LC,0
185036,Stereomastis suhmi,NA,LC,LC,0
185037,Stereomastis pacifica,NA,LC,LC,0
185038,Pentacheles laevis,NA,LC,LC,0
185039,Scyllarus caparti,NA,LC,LC,0
185040,Stereomastis helleri,NA,LC,LC,0
185041,Chelarctus aureus,NA,LC,LC,0
185042,Scyllarus chacei,NA,LC,LC,0
185043,Laurentaeglyphea neocaledonica,NA,DD,DD,NA
185044,Antarctus mawsoni,NA,LC,LC,0
185045,Bathyarctus formosanus,NA,DD,DD,NA
185046,Petrarctus veliger,NA,LC,LC,0
185047,Enoplometopus macrodontus,NA,DD,DD,NA
185048,Antipodarctus aoteanus,NA,LC,LC,0
185049,Polycheles martini,NA,LC,LC,0
185050,Willemoesia forceps,NA,LC,LC,0
185051,Enoplometopus crosnieri,NA,DD,DD,NA
185052,Enoplometopus voigtmanni,NA,DD,DD,NA
185053,Enoplometopus pictus,NA,DD,DD,NA
185054,Willemoesia leptodactyla,NA,LC,LC,0
185055,Homeryon asper,NA,LC,LC,0
185056,Thenus parindicus,NA,DD,DD,NA
185057,Scyllarides obtusus,NA,DD,DD,NA
185058,Pentacheles validus,NA,LC,LC,0
185059,Acantharctus posteli,NA,DD,DD,NA
185060,Enoplometopus occidentalis,NA,LC,LC,0
185061,Pentacheles snyderi,NA,LC,LC,0
185062,Galearctus timidus,NA,LC,LC,0
185063,Metanephrops taiwanicus,NA,DD,DD,NA
185064,Stereomastis auriculata,NA,LC,LC,0
185065,Nephropsis serrata,NA,DD,DD,NA
185066,Polycheles coccifer,NA,LC,LC,0
185067,Polycheles tanneri,NA,LC,LC,0
185068,Eunephrops luckhursti,NA,DD,DD,NA
185069,Stereomastis galil,NA,LC,LC,0
185070,Petrarctus holthuisi,NA,LC,LC,0
185071,Polycheles kermadecensis,NA,LC,LC,0
185072,Stereomastis phosphorus,NA,LC,LC,0
185073,Stereomastis aculeata,NA,LC,LC,0
185074,Galearctus kitanoviriosus,NA,LC,LC,0
185075,Thenus australiensis,NA,DD,DD,NA
185076,Galearctus aurora,NA,LC,LC,0
185077,Bathyarctus faxoni,NA,LC,LC,0
185078,Chelarctus crosnieri,NA,DD,DD,NA
185079,Homeryon armarium,NA,DD,DD,NA
185080,Chelarctus cultrifer,NA,LC,LC,0
185081,Scyllarus depressus,NA,LC,LC,0
185082,Willemoesia pacifica,NA,DD,DD,NA
185083,Polycheles baccatus,NA,LC,LC,0
185084,Polycheles perarmatus,NA,LC,LC,0
185085,Jasus caveorum,NA,DD,DD,NA
185086,Scyllarus americanus,NA,LC,LC,0
185087,Bathyarctus chani,NA,LC,LC,0
185088,Eduarctus reticulatus,NA,LC,LC,0
185089,Biarctus pumilus,NA,LC,LC,0
185090,Eduarctus pyrrhonotus,NA,LC,LC,0
185091,Pentacheles obscurus,NA,LC,LC,0
185092,Thenus unimaculatus,NA,DD,DD,NA
185093,Crenarctus bicuspidatus,NA,LC,LC,0
185094,Willemoesia inornata,NA,DD,DD,NA
185095,Scyllarus paradoxus,NA,DD,DD,NA
185096,Eduarctus aesopius,NA,LC,LC,0
185126,Blennius ocellaris,NA,LC,LC,0
185127,Lipophrys trigloides,NA,LC,LC,0
185128,Parablennius gattorugine,NA,LC,LC,0
185129,Ophioblennius atlanticus,NA,LC,LC,0
185130,Neoclinus chihiroe,NA,LC,LC,0
185131,Spaniblennius riodourensis,NA,DD,DD,NA
185132,Neoclinus nudus,NA,LC,LC,0
185133,Neoclinus blanchardi,NA,LC,LC,0
185134,Myxodagnus walkeri,NA,LC,LC,0
185135,Storrsia olsoni,NA,LC,LC,0
185136,Parablennius salensis,NA,LC,LC,0
185137,Platygillellus brasiliensis,NA,LC,LC,0
185138,Parablennius dialloi,NA,LC,LC,0
185139,Scartella itajobi,NA,LC,LC,0
185140,Parablennius sierraensis,NA,LC,LC,0
185141,Hypleurochilus aequipinnis,NA,LC,LC,0
185142,Cryptotrema corallinum,NA,LC,LC,0
185143,Acanthemblemaria hastingsi,NA,LC,LC,0
185144,Scartella springeri,NA,VU,VU,0.4
185145,Parablennius verryckeni,NA,DD,DD,NA
185146,Tripterygion delaisi,NA,LC,LC,0
185147,Scartella poiti,NA,VU,VU,0.4
185148,Labrisomus cricota,NA,LC,LC,0
185149,Hypleurochilus fissicornis,NA,LC,LC,0
185150,Neoclinus lacunicola,NA,LC,LC,0
185151,Microlipophrys caboverdensis,NA,LC,LC,0
185152,Lupinoblennius paivai,NA,EN,EN,0.6
185153,Parablennius goreensis,NA,LC,LC,0
185154,Sindoscopus australis,NA,LC,LC,0
185155,Clinitrachus argentatus,NA,LC,LC,0
185156,Microlipophrys canevae,NA,LC,LC,0
185157,Neoclinus bryope,NA,LC,LC,0
185158,Auchenionchus crinitus,NA,LC,LC,0
185159,Starksia multilepis,NA,LC,LC,0
185160,Microlipophrys velifer,NA,LC,LC,0
185161,Labrisomus fernandezianus,NA,LC,LC,0
185162,Parablennius ruber,NA,LC,LC,0
185163,Scartella nuchifilis,NA,VU,VU,0.4
185164,Auchenionchus microcirrhis,NA,LC,LC,0
185165,Coryphoblennius galerita,NA,LC,LC,0
185166,Scartella caboverdiana,NA,LC,LC,0
185167,Neoclinus toshimaensis,NA,LC,LC,0
185168,Aidablennius sphynx,NA,LC,LC,0
185169,Paraclinus arcanus,NA,LC,LC,0
185171,Neoclinus stephensae,NA,LC,LC,0
185172,Emblemaria australis,NA,LC,LC,0
185173,Auchenionchus variolosus,NA,LC,LC,0
185174,Alloclinus holderi,NA,LC,LC,0
185175,Salaria pavo,NA,LC,LC,0
185176,Entomacrodus vomerinus,NA,LC,LC,0
185177,Spaniblennius clandestinus,NA,DD,DD,NA
185178,Bathyblennius antholops,NA,DD,DD,NA
185179,Emblemariopsis diaphana,NA,LC,LC,0
185180,Lipophrys pholis,NA,LC,LC,0
185181,Parablennius incognitus,NA,LC,LC,0
185182,Dactylopterus volitans,NA,LC,LC,0
185183,Blennius normani,NA,LC,LC,0
185184,Labrisomus conditus,NA,LC,LC,0
185185,Parablennius tentacularis,NA,LC,LC,0
185186,Malacoctenus africanus,NA,DD,DD,NA
185187,Microlipophrys bauchotae,NA,DD,DD,NA
185188,Neoclinus okazakii,NA,LC,LC,0
185189,Emblemaria hudsoni,NA,LC,LC,0
185190,Paraclinus spectator,NA,LC,LC,0
185191,Ophioblennius trinitatis,NA,LC,LC,0
185192,Calliclinus geniguttatus,NA,LC,LC,0
185193,Parablennius sanguinolentus,NA,LC,LC,0
185194,Starksia brasiliensis,NA,LC,LC,0
185195,Labrisomus philippii,NA,LC,LC,0
185196,Starksia guadalupae,NA,LC,LC,0
185774,Pedipes affinis,NA,LC,LC,0
185865,Phaeoptyx pigmentaria,NA,LC,LC,0
185866,Phaeoptyx conklini,NA,LC,LC,0
185868,Astrapogon alutus,NA,LC,LC,0
185869,Astrapogon stellatus,NA,DD,DD,NA
185870,Astrapogon puncticulatus,NA,LC,LC,0
185872,Leptophilypnus fluviatilis,NA,LC,LC,0
185874,Eucinostomus lefroyi,NA,LC,LC,0
185876,Acyrtus rubiginosus,NA,LC,LC,0
185877,Acyrtus artius,NA,LC,LC,0
185879,Derilissus vittiger,NA,DD,DD,NA
185880,Derilissus kremnobates,NA,DD,DD,NA
185881,Derilissus altifrons,NA,LC,LC,0
185885,Nes longus,NA,LC,LC,0
185887,Ginsburgellus novemlineatus,NA,LC,LC,0
185891,Psilotris batrachodes,NA,LC,LC,0
185892,Psilotris boehlkei,NA,VU,VU,0.4
185893,Psilotris celsus,NA,LC,LC,0
185894,Psilotris amblyrhynchus,NA,DD,DD,NA
185895,Psilotris alepis,NA,LC,LC,0
185896,Psilotris kaufmani,NA,LC,LC,0
185898,Risor ruber,NA,LC,LC,0
185900,Robinsichthys arrowsmithensis,NA,DD,DD,NA
185902,Tigrigobius zebrellus,NA,LC,LC,0
185903,Tigrigobius dilepis,NA,LC,LC,0
185904,Tigrigobius gemmatus,NA,LC,LC,0
185905,Tigrigobius redimiculus,NA,VU,VU,0.4
185906,Tigrigobius pallens,NA,LC,LC,0
185909,Varicus marilynae,NA,DD,DD,NA
185911,Vomerogobius flavus,NA,DD,DD,NA
185913,Evermannichthys bicolor,NA,DD,DD,NA
185914,Evermannichthys silus,NA,DD,DD,NA
185915,Evermannichthys spongicola,NA,LC,LC,0
185916,Evermannichthys metzelaari,NA,LC,LC,0
185917,Evermannichthys convictor,NA,DD,DD,NA
185919,Gramma linki,NA,LC,LC,0
185920,Gramma melacara,NA,LC,LC,0
185921,Gramma loreto,NA,LC,LC,0
185922,Acyrtops beryllinus,NA,LC,LC,0
185923,Apogon binotatus,NA,LC,LC,0
185924,Paroncheilus affinis,NA,LC,LC,0
185925,Apogon aurolineatus,NA,LC,LC,0
185926,Apogon lachneri,NA,LC,LC,0
185927,Apogon leptocaulus,NA,LC,LC,0
185928,Apogon robbyi,NA,LC,LC,0
185929,Apogon robinsi,NA,LC,LC,0
185930,Apogon gouldi,NA,LC,LC,0
185931,Apogon pseudomaculatus,NA,LC,LC,0
185932,Apogon mosavi,NA,LC,LC,0
185933,Zapogon evermanni,NA,LC,LC,0
185934,Apogon phenax,NA,LC,LC,0
185935,Apogon quadrisquamatus,NA,LC,LC,0
185936,Apogon townsendi,NA,LC,LC,0
185937,Apogon maculatus,NA,LC,LC,0
185938,Apogon pillionatus,NA,LC,LC,0
185939,Arcos nudus,NA,LC,LC,0
185941,Barbulifer antennatus,NA,LC,LC,0
185942,Barbulifer ceuthoecus,NA,LC,LC,0
185943,Bathygobius curacao,NA,LC,LC,0
185944,Bollmannia boqueronensis,NA,LC,LC,0
185945,Bollmannia eigenmanni,NA,LC,LC,0
185946,Bollmannia litura,NA,LC,LC,0
185947,Bollmannia communis,NA,LC,LC,0
185948,Chriolepis benthonis,NA,DD,DD,NA
185949,Varicus imswe,NA,DD,DD,NA
185950,Chriolepis vespa,NA,LC,LC,0
185951,Chriolepis fisheri,NA,LC,LC,0
185952,Coryphopterus thrix,NA,VU,VU,0.4
185953,Coryphopterus kuna,NA,DD,DD,NA
185954,Coryphopterus eidolon,NA,VU,VU,0.4
185955,Coryphopterus tortugae,NA,VU,VU,0.4
185956,Coryphopterus venezuelae,NA,VU,VU,0.4
185957,Coryphopterus glaucofraenum,NA,LC,LC,0
185958,Coryphopterus lipernes,NA,VU,VU,0.4
185959,Coryphopterus punctipectophorus,NA,LC,LC,0
185960,Coryphopterus personatus,NA,VU,VU,0.4
185961,Coryphopterus alloides,NA,VU,VU,0.4
185962,Coryphopterus dicrus,NA,LC,LC,0
185963,Ctenogobius boleosoma,NA,LC,LC,0
185964,Ctenogobius smaragdus,NA,LC,LC,0
185965,Ctenogobius saepepallens,NA,LC,LC,0
185966,Ctenogobius pseudofasciatus,NA,LC,LC,0
185967,Ctenogobius stigmaturus,NA,LC,LC,0
185968,Ctenogobius claytonii,NA,VU,VU,0.4
185969,Ctenogobius phenacus,NA,LC,LC,0
185970,Ctenogobius fasciatus,NA,LC,LC,0
185971,Diapterus auratus,NA,LC,LC,0
185972,Dormitator maculatus,NA,LC,LC,0
185973,Elacatinus lori,NA,LC,LC,0
185974,Elacatinus xanthiprora,NA,LC,LC,0
185975,Elacatinus horsti,NA,LC,LC,0
185976,Elacatinus chancei,NA,LC,LC,0
185977,Elacatinus atronasus,NA,EN,EN,0.6
185978,Elacatinus genie,NA,LC,LC,0
185979,Elacatinus jarocho,NA,EN,EN,0.6
185980,Elacatinus prochilos,NA,VU,VU,0.4
185981,Tigrigobius multifasciatus,NA,LC,LC,0
185982,Tigrigobius macrodon,NA,LC,LC,0
185983,Tigrigobius saucrus,NA,LC,LC,0
185984,Elacatinus illecebrosus,NA,LC,LC,0
185985,Elacatinus louisae,NA,LC,LC,0
185986,Elacatinus oceanops,NA,LC,LC,0
185987,Elacatinus randalli,NA,LC,LC,0
185988,Elacatinus evelynae,NA,LC,LC,0
185989,Eleotris amblyopsis,NA,LC,LC,0
185990,Eleotris perniger,NA,LC,LC,0
185991,Eleotris pisonis,NA,LC,LC,0
185992,Erotelis smaragdus,NA,LC,LC,0
185993,Eucinostomus melanopterus,NA,LC,LC,0
185994,Eucinostomus argenteus,NA,LC,LC,0
185995,Eucinostomus gula,NA,LC,LC,0
185996,Eucinostomus jonesii,NA,LC,LC,0
185997,Eugerres plumieri,NA,LC,LC,0
185998,Eugerres brasilianus,NA,LC,LC,0
185999,Evorthodus lyricus,NA,LC,LC,0
186000,Gobiesox lucayanus,NA,LC,LC,0
186001,Gobiesox nigripinnis,NA,LC,LC,0
186003,Gobiesox punctulatus,NA,LC,LC,0
186004,Gobiesox barbatulus,NA,LC,LC,0
186005,Gobiesox strumosus,NA,LC,LC,0
186006,Gobioides grahamae,NA,DD,DD,NA
186007,Gobioides broussonnetii,NA,LC,LC,0
186008,Gobiomorus dormitor,NA,LC,LC,0
186010,Gobiosoma ginsburgi,NA,LC,LC,0
186011,Gobiosoma longipala,NA,LC,LC,0
186012,Gobiosoma bosc,NA,LC,LC,0
186013,Gobiosoma grosvenori,NA,LC,LC,0
186014,Gobiosoma hildebrandi,NA,VU,VU,0.4
186015,Gobiosoma spes,NA,LC,LC,0
186016,Gobiosoma spilotum,NA,EN,EN,0.6
186018,Gobulus myersi,NA,LC,LC,0
186019,Guavina guavina,NA,LC,LC,0
186020,Lipogramma rosea,NA,LC,LC,0
186021,Lipogramma klayi,NA,LC,LC,0
186022,Lipogramma regia,NA,LC,LC,0
186023,Lipogramma flavescens,NA,DD,DD,NA
186024,Lipogramma evides,NA,LC,LC,0
186025,Lipogramma anabantoides,NA,LC,LC,0
186026,Lipogramma trilineata,NA,LC,LC,0
186027,Lythrypnus mowbrayi,NA,LC,LC,0
186028,Lythrypnus phorellus,NA,LC,LC,0
186029,Lythrypnus heterochroma,NA,LC,LC,0
186030,Lythrypnus spilus,NA,LC,LC,0
186031,Lythrypnus okapia,NA,LC,LC,0
186032,Lythrypnus minimus,NA,LC,LC,0
186033,Lythrypnus nesiotes,NA,LC,LC,0
186034,Lythrypnus elasson,NA,LC,LC,0
186035,Microgobius carri,NA,LC,LC,0
186036,Microgobius signatus,NA,LC,LC,0
186037,Microgobius thalassinus,NA,LC,LC,0
186038,Microgobius microlepis,NA,LC,LC,0
186039,Microgobius meeki,NA,LC,LC,0
186040,Microgobius gulosus,NA,LC,LC,0
186041,Oxyurichthys stigmalophius,NA,LC,LC,0
186042,Palatogobius paradoxus,NA,LC,LC,0
186043,Parrella macropteryx,NA,LC,LC,0
186044,Priolepis dawsoni,NA,LC,LC,0
186045,Priolepis hipoliti,NA,LC,LC,0
